time_s,cycle_index,sample_index_in_cycle,flight_phase,target_height_m,height_m,soc_pct,pack_voltage_v,current_a,power_w
0.0,1,0,ground,3.0,0.0,95.0,16.99797883198533,2.5241171567566187,42.90489
0.10000000000000009,1,1,ascent,3.0,0.0,94.99815049543929,16.99787271736532,2.524132914359785,42.90489
0.20000000000000018,1,2,ascent,3.0,0.0348837209302326,94.99630099087858,16.99776660274531,2.524148672159696,42.90489
0.30000000000000027,1,3,ascent,3.0,0.0697674418604651,94.99445148631787,16.997660488125298,2.524164430156356,42.90489
0.3999999999999999,1,4,ascent,3.0,0.1046511627906976,94.99260198175716,16.997554373505288,2.524180188349768,42.90489
0.5,1,5,ascent,3.0,0.1395348837209302,94.99075247719645,16.997448258885278,2.524195946739936,42.90489
0.6000000000000001,1,6,ascent,3.0,0.1744186046511629,94.98890297263574,16.997342144265268,2.524211705326864,42.90489
0.7000000000000002,1,7,ascent,3.0,0.2093023255813952,94.98705346807503,16.997236029645254,2.524227464110555,42.90489
0.8000000000000003,1,8,ascent,3.0,0.2441860465116279,94.98520396351432,16.997129915025244,2.524243223091013,42.90489
0.8999999999999999,1,9,ascent,3.0,0.2790697674418603,94.98335445895361,16.997023800405234,2.524258982268242,42.90489
1.0,1,10,ascent,3.0,0.3139534883720929,94.9815049543929,16.996917685785224,4.130968114219956,70.21372500000001
1.1,1,11,ascent,3.0,0.3488372093023255,94.97847824567481,16.996744029524876,4.131010320449166,70.21372500000001
1.1999999999999997,1,12,ascent,3.0,0.3837209302325579,94.97545153695671,16.996570373264532,4.131052527540828,70.21372500000001
1.3000000000000003,1,13,ascent,3.0,0.4186046511627908,94.97242482823862,16.99639671700419,4.131094735494971,70.21372500000001
1.4,1,14,ascent,3.0,0.4534883720930232,94.96939811952052,16.996223060743844,4.13113694431162,70.21372500000001
1.5000000000000004,1,15,ascent,3.0,0.4883720930232558,94.96637141080242,16.9960494044835,4.131179153990802,70.21372500000001
1.6,1,16,ascent,3.0,0.5232558139534884,94.96334470208433,16.995875748223153,4.131221364532543,70.21372500000001
1.6999999999999997,1,17,ascent,3.0,0.5581395348837209,94.96031799336623,16.99570209196281,4.131263575936869,70.21372500000001
1.8000000000000003,1,18,ascent,3.0,0.5930232558139535,94.95729128464814,16.995528435702465,4.131305788203808,70.21372500000001
1.9,1,19,ascent,3.0,0.6279069767441862,94.95426457593004,16.995354779442117,4.131348001333387,70.21372500000001
2.0000000000000004,1,20,ascent,3.0,0.6627906976744187,94.95123786721194,16.995181123181773,5.437303570360522,92.407959
2.1,1,21,ascent,3.0,0.6976744186046511,94.94725442985512,16.994952574980037,5.437376691244374,92.407959
2.1999999999999997,1,22,ascent,3.0,0.7325581395348835,94.9432709924983,16.9947240267783,5.437449814094912,92.407959
2.3000000000000003,1,23,ascent,3.0,0.7674418604651164,94.93928755514148,16.99449547857656,5.437522938912217,92.407959
2.4,1,24,ascent,3.0,0.8023255813953486,94.93530411778465,16.994266930374824,5.437596065696367,92.407959
2.5000000000000004,1,25,ascent,3.0,0.8372093023255812,94.93132068042783,16.994038382173088,5.43766919444744,92.407959
2.6,1,26,ascent,3.0,0.8720930232558142,94.92733724307101,16.993809833971348,5.437742325165519,92.407959
2.6999999999999997,1,27,ascent,3.0,0.9069767441860463,94.92335380571419,16.99358128576961,5.437815457850679,92.407959
2.8000000000000003,1,28,ascent,3.0,0.941860465116279,94.91937036835736,16.993352737567875,5.437888592503002,92.407959
2.9,1,29,ascent,3.0,0.9767441860465116,94.91538693100054,16.993124189366135,5.437961729122568,92.407959
3.0000000000000004,1,30,ascent,3.0,1.0116279069767442,94.91140349364372,16.9928956411644,5.1768118781886505,87.969024
3.1,1,31,ascent,3.0,1.0465116279069766,94.9076114058167,16.99267807156908,5.176878160669883,87.969024
3.1999999999999997,1,32,ascent,3.0,1.0813953488372088,94.90381931798967,16.992460501973763,5.176944444848464,87.969024
3.3000000000000003,1,33,ascent,3.0,1.1162790697674418,94.90002723016265,16.992242932378446,5.177010730724455,87.969024
3.4,1,34,ascent,3.0,1.1511627906976745,94.89623514233563,16.992025362783128,5.1770770182979255,87.969024
3.5000000000000004,1,35,ascent,3.0,1.186046511627907,94.8924430545086,16.99180779318781,5.177143307568938,87.969024
3.6,1,36,ascent,3.0,1.2209302325581397,94.88865096668158,16.991590223592492,5.1772095985375595,87.969024
3.6999999999999997,1,37,ascent,3.0,1.255813953488372,94.88485887885456,16.991372653997175,5.177275891203854,87.969024
3.8000000000000003,1,38,ascent,3.0,1.2906976744186047,94.88106679102754,16.991155084401857,5.177342185567886,87.969024
3.9,1,39,ascent,3.0,1.3255813953488371,94.87727470320051,16.99093751480654,5.177408481629722,87.969024
4.0,1,40,ascent,3.0,1.3604651162790695,94.87348261537349,16.99071994521122,5.079136745133796,86.29818999999999
4.1,1,41,ascent,3.0,1.3953488372093024,94.86976255232274,16.99050650801002,5.079200549984516,86.29818999999999
4.199999999999999,1,42,ascent,3.0,1.430232558139535,94.86604248927199,16.99029307080882,5.079264356438307,86.29818999999999
